doid,disease_name,community,embedding
DOID:0060073,lymphatic system cancer,3472,"[-0.08740198612213135, -0.002385534346103668, -0.049745917320251465, 0.36226147413253784, -0.0251877810806036, 0.14450407028198242, 0.18758155405521393, -0.13363757729530334, 0.2170368880033493, 0.29271310567855835, -0.0009518573060631752, -0.06852200627326965, 0.012104742228984833, -0.18679282069206238, 0.08067739009857178, -0.058906227350234985, -0.01997441053390503, -0.021690603345632553, 0.19033852219581604, -0.10836426913738251, -0.3668815493583679, -0.1451849788427353, 0.1771811693906784, -0.04749555140733719, -0.05563955754041672, -0.08693870902061462, 0.21815051138401031, 0.12448738515377045, -0.10235900431871414, -0.301430881023407, 0.007541991770267487, -0.12570536136627197, -0.05416104942560196, -0.28907510638237, -0.05252913758158684, -0.06316745281219482, 0.018908770754933357, 0.2240504026412964, -0.10569477081298828, 0.17529058456420898, -0.06862622499465942, 0.11947645992040634, 0.1572391390800476, -0.1675146222114563, -0.07306861877441406, -0.07728047668933868, 0.19494950771331787, -0.05325724184513092, 0.3756639063358307, -0.16194042563438416, -0.024511920288205147, 0.05817766860127449, 0.25531572103500366, -0.10589276254177094, 0.14390206336975098, 0.009728806093335152, 0.17068304121494293, 0.023463847115635872, -0.02233409881591797, 0.177505761384964, -0.09199884533882141, 0.25219810009002686, -0.14941658079624176, 0.018905125558376312]"
DOID:11476,osteoporosis,21071,"[-0.09957131743431091, -0.006658828351646662, -0.0031495001167058945, 0.008184489794075489, 0.09373234212398529, -0.02685791626572609, -0.004017186351120472, -0.027899470180273056, 0.1318090707063675, 0.15061813592910767, 0.23406033217906952, 0.04080579802393913, 0.26318180561065674, 0.22764287889003754, 0.11374281346797943, 0.08981256186962128, -0.08593753725290298, 0.06866943836212158, -0.29173362255096436, 0.2073809653520584, 0.14744693040847778, -0.1175040751695633, -0.3955220878124237, -0.03301224857568741, -0.01638628914952278, 0.0943712592124939, -0.017408428713679314, 0.16169393062591553, 0.006119326688349247, -0.11984442919492722, 0.05360593646764755, -0.21332727372646332, 0.14262191951274872, 0.11283458769321442, -0.15496763586997986, 0.15750183165073395, -0.10992065072059631, 0.3011317551136017, -0.18156448006629944, -0.07413384318351746, 0.022263288497924805, -0.32068169116973877, -0.07099439203739166, 0.09063221514225006, -0.12641511857509613, -0.10635173320770264, -0.2798428535461426, -0.05520548298954964, -0.0034167394042015076, 0.10999736189842224, 0.14098477363586426, -0.2862218916416168, 0.18796032667160034, 0.2342345118522644, 0.31970134377479553, -0.190586119890213, 0.2105172574520111, -0.03046204149723053, -0.1578088253736496, -0.1286371350288391, 0.1622757613658905, 0.24210315942764282, -0.05457878112792969, 0.2618914842605591]"
DOID:7693,abdominal aortic aneurysm,20946,"[0.10001641511917114, 0.025948666036128998, 0.2759897708892822, 0.20430141687393188, -0.1377532184123993, -0.34310516715049744, -0.22380511462688446, -0.17096799612045288, -0.04894700646400452, 0.11536708474159241, -0.015494247898459435, -0.21319814026355743, 0.036227598786354065, -0.05545424669981003, 0.05894707143306732, 0.03327617049217224, -0.1090453714132309, 0.1505795121192932, -0.01613910123705864, -0.18163911998271942, 0.1545453667640686, -0.11258518695831299, -0.052278198301792145, -0.2690826952457428, -0.18161335587501526, -0.19621047377586365, 0.07649032026529312, 0.45107346773147583, -0.15017342567443848, -0.28422173857688904, 0.1778746247291565, -0.06663524359464645, 0.08616775274276733, 0.03085687756538391, 0.19937485456466675, 0.2577981650829315, 0.1610310971736908, 0.004335001111030579, 0.1204657033085823, -0.18207339942455292, -0.0702136754989624, 0.034200653433799744, -0.037000466138124466, 0.0881023183465004, -0.2476639449596405, -0.022177979350090027, -0.03749476745724678, 0.3094717264175415, -0.2848888039588928, 0.24422688782215118, 0.10121258348226547, -0.05325806140899658, 0.1533893197774887, 0.15106362104415894, 0.14476411044597626, -0.1262313723564148, 0.141290083527565, 0.19103531539440155, 0.19735902547836304, -0.0017748922109603882, -0.006183592602610588, -0.24578899145126343, 0.31246042251586914, -0.1518154740333557]"
DOID:784,chronic kidney failure,20946,"[-0.049631521105766296, 0.003573301713913679, -0.08118874579668045, 0.040885910391807556, -0.05966201052069664, 0.07497566193342209, 0.039362482726573944, -0.07858990877866745, -0.11719115078449249, -0.07550526410341263, 0.3283044993877411, -0.16380180418491364, 0.2306889295578003, 0.0895463228225708, 0.2450760155916214, -0.037036970257759094, -0.10508813709020615, 0.13587844371795654, -0.15905611217021942, -0.12947076559066772, 0.297177255153656, -0.07333327829837799, 0.11347755789756775, -0.16361314058303833, -0.20594477653503418, 0.17033949494361877, 0.17577935755252838, 0.28199490904808044, -0.21568292379379272, -0.32991647720336914, 0.10470537841320038, -0.3651004433631897, 0.3132978081703186, -0.0670749768614769, 0.01872602477669716, 0.10154318064451218, -0.010085026733577251, 0.04830975830554962, 0.06483617424964905, 0.23230895400047302, 0.17437085509300232, -0.3731551468372345, -0.18519456684589386, -0.10098028928041458, 0.1404963731765747, 0.2495960295200348, -0.2026975154876709, 0.07393020391464233, -0.20587795972824097, 0.09955183416604996, 0.06285008788108826, -0.325805127620697, 0.15214474499225616, -0.01034526713192463, 0.1606963574886322, -0.23719598352909088, -0.3403224050998688, 0.015394791960716248, 0.058712996542453766, 0.026601843535900116, 0.35842207074165344, 0.05102089047431946, -0.03443274274468422, -0.07828910648822784]"
DOID:2841,asthma,21074,"[-0.32449421286582947, -0.17925910651683807, 0.39281219244003296, -0.26953428983688354, -0.447287917137146, -0.154645174741745, 0.06487169861793518, -0.123594269156456, -0.15661460161209106, -0.19452781975269318, 0.2682719826698303, -0.1118244081735611, 0.021075749769806862, -0.1308019906282425, -0.046205416321754456, 0.2292245328426361, 0.37772250175476074, -0.148634672164917, -0.1994355022907257, -0.3016882538795471, -0.04065179079771042, -0.08464296162128448, -0.013865726068615913, 0.14821046590805054, -0.04337257891893387, -0.03191134333610535, -0.45347994565963745, 0.09705974906682968, 0.006367053836584091, -0.012538081966340542, -0.2610105574131012, -0.08229230344295502, 0.029629234224557877, -0.009257708676159382, 0.14852480590343475, -0.1722814440727234, -0.13841664791107178, 0.16364258527755737, 0.08262370526790619, -0.11523804068565369, 0.03107643872499466, -0.4871271848678589, -0.04813535511493683, 0.07845968008041382, -0.08253242820501328, -0.1941744089126587, -0.499830961227417, -0.010635502636432648, -0.12786048650741577, 0.12477900832891464, 0.03201952576637268, -0.04468206316232681, 0.16354084014892578, 0.036867447197437286, -0.10113296657800674, -0.01121344044804573, -0.2399272322654724, 0.37799257040023804, 0.08097361773252487, 0.15600049495697021, 0.3374354839324951, -0.10854607820510864, 0.05711952596902847, -0.11555279791355133]"
DOID:594,panic disorder,21020,"[-0.31955164670944214, 0.019615743309259415, 0.10406491160392761, 0.17523860931396484, -0.051699765026569366, 0.04349244385957718, 0.20780658721923828, 0.17208340764045715, 0.013445176184177399, 0.19347867369651794, 0.21963995695114136, -0.2736344635486603, -0.15766626596450806, -0.1338670700788498, 0.025391899049282074, -0.10841397941112518, 0.0702548548579216, 0.2777293920516968, -0.016317419707775116, 0.26163819432258606, 0.20523810386657715, -0.14523692429065704, -0.24939078092575073, 0.05694284290075302, -0.029853954911231995, -0.06270604580640793, 0.07800716161727905, -0.039525002241134644, -0.08327728509902954, -0.23898398876190186, 0.0320960134267807, -0.08357372134923935, 0.05603552237153053, -0.06320323795080185, 0.13073071837425232, -0.11026113480329514, 0.1341303437948227, 0.2134973257780075, 0.1675010621547699, -0.4118882417678833, 0.25596532225608826, 0.014814760535955429, -0.08524617552757263, 0.49281734228134155, 0.11582479625940323, -0.0773160383105278, -0.14562638103961945, 0.21786530315876007, -0.021186932921409607, 0.27846652269363403, 0.17741554975509644, 0.11143399029970169, -0.08952776342630386, -0.04682918265461922, 0.2026127278804779, 0.26093900203704834, -0.009223811328411102, 0.31504788994789124, 0.08225648105144501, 0.5424485206604004, 0.14116130769252777, -0.06562531739473343, 0.16457775235176086, -0.15581399202346802]"
DOID:332,amyotrophic lateral sclerosis,20975,"[0.09057274460792542, -0.09298690408468246, -0.06167116016149521, -0.41172105073928833, -0.149852454662323, -0.20616835355758667, 0.3515675365924835, -0.004626750946044922, 0.2764323651790619, 0.17151424288749695, 0.19629353284835815, -0.3351873457431793, 0.0877806693315506, -0.14766009151935577, 0.10504855215549469, 0.22729749977588654, 0.14636287093162537, -0.01040880847722292, -0.08499860018491745, -0.29194992780685425, 0.044327378273010254, -0.07571351528167725, -0.06410736590623856, 0.16782429814338684, 0.06209132820367813, -0.0192452073097229, 0.03575073927640915, 0.18728940188884735, -0.058471933007240295, 0.10715220868587494, -0.21317750215530396, -0.02419203147292137, 0.45777803659439087, -0.1587345451116562, 0.04657001793384552, 0.12198556214570999, -0.19810588657855988, -0.14253130555152893, 0.1131955161690712, -0.0054633840918540955, -0.1785052865743637, -0.02710670232772827, -0.32028090953826904, 0.07770552486181259, -0.12876461446285248, 0.013669567182660103, 0.2898879945278168, -0.3091030716896057, -0.11097411811351776, -0.13410717248916626, -0.060065943747758865, -0.24629834294319153, -0.2087283432483673, 0.09641475975513458, -0.05221074819564819, -0.04022788628935814, -0.012462377548217773, 0.10770124197006226, 0.2581711411476135, 0.048574842512607574, 0.2882705330848694, 0.026697665452957153, 0.15346750617027283, -0.20505616068840027]"
DOID:10534,stomach cancer,20994,"[-0.1777702122926712, 0.005988104268908501, 0.1250649094581604, -0.1259184032678604, -0.3190825879573822, 0.16028296947479248, 0.02854437381029129, -0.15732035040855408, -0.05676787346601486, -0.13656125962734222, 0.35180526971817017, -0.3487247824668884, -0.1165488213300705, -0.02886163257062435, 0.052769437432289124, 0.17383335530757904, 0.1302696317434311, -0.04134829342365265, -0.06644706428050995, -0.06774362176656723, 0.1246170625090599, -0.21182484924793243, 0.18939495086669922, -0.20040495693683624, -0.17200492322444916, 0.10459568351507187, -0.21266286075115204, 0.23978953063488007, -0.0330376997590065, -0.06081458926200867, -0.16479967534542084, -0.3896506428718567, 0.17268410325050354, 0.0763840302824974, 0.32829102873802185, 0.12471573799848557, -0.25859543681144714, 0.10895024985074997, -0.11249124258756638, -0.2506369352340698, 0.2899801731109619, -0.06961490958929062, 0.1620239019393921, 0.0907382071018219, 0.03295890986919403, -0.2244405448436737, 0.040262579917907715, 0.04958895593881607, -0.0919337347149849, 0.030217457562685013, -0.08049635589122772, -0.17089122533798218, -0.21322470903396606, 0.14395372569561005, 0.3407686650753021, -0.08294111490249634, 0.12523990869522095, 0.2106233835220337, -0.12788701057434082, -0.10380889475345612, 0.21136651933193207, -0.10919977724552155, -0.04916130751371384, 0.040548428893089294]"
DOID:13189,gout,21074,"[-0.2431108057498932, 0.23601768910884857, 0.06331709027290344, 0.09866924583911896, 0.3357395827770233, -0.05905827879905701, -0.21179084479808807, -0.04440033435821533, 0.0817185714840889, 0.1953948438167572, -0.044191863387823105, -0.02798617072403431, 0.05549490451812744, 0.26109403371810913, 0.10352927446365356, -0.0440153144299984, -0.04349036142230034, 0.00016606226563453674, 0.07911879569292068, -0.007224219851195812, -0.1014859676361084, -0.31173476576805115, 0.07499556243419647, 0.09518910199403763, 0.20448525249958038, 0.4986533224582672, 0.25840261578559875, 0.19741719961166382, -0.0018575137946754694, -0.0032807588577270508, 0.10518452525138855, 0.14396452903747559, -0.22258155047893524, -0.27137213945388794, -0.022283541038632393, 0.13761495053768158, -0.06384629011154175, 0.23573055863380432, 0.2077265977859497, 0.18985211849212646, 0.11740151047706604, -0.2672383785247803, 0.09394870698451996, -0.03679763898253441, -0.2784949839115143, 0.11609990894794464, -0.23160320520401, -0.10376337170600891, -0.11309274286031723, 0.2273133397102356, -0.22477056086063385, -0.12586596608161926, -0.08073236048221588, -0.07685545086860657, 0.28634724020957947, -0.08045241236686707, -0.13273324072360992, -0.10573340952396393, -0.0014761092606931925, -0.15668442845344543, 0.021191418170928955, -0.0905166044831276, -0.139390766620636, -0.26316505670547485]"
DOID:1936,atherosclerosis,20946,"[-0.14031101763248444, 0.021347876638174057, 0.1432579755783081, 0.1549597978591919, -0.37740910053253174, -0.08338293433189392, 0.012146756052970886, -0.23622657358646393, 0.07496417313814163, -0.02219744771718979, 0.27945220470428467, -0.17505043745040894, -0.18412169814109802, -0.1463821828365326, 0.13061541318893433, 0.1815747767686844, 0.1674279272556305, -0.2543933093547821, -0.19976061582565308, -0.09731380641460419, 0.1135420948266983, -0.2789297103881836, -0.02428334951400757, -0.1400051862001419, 0.010328501462936401, -0.23203229904174805, 0.2662906050682068, 0.20875029265880585, -0.25815171003341675, -0.14346763491630554, 0.32684189081192017, -0.12332907319068909, 0.1374427229166031, 0.11866762489080429, 0.06127320975065231, 0.16237489879131317, -0.3254890441894531, 0.08566993474960327, 0.05346802622079849, -0.14855621755123138, -0.012006912380456924, -0.1302708089351654, 0.01722017116844654, 0.07135248929262161, -0.0713835060596466, -0.019400514662265778, -0.43696707487106323, 0.0985749214887619, -0.2882479727268219, 0.19745101034641266, -0.03863205388188362, -0.23874737322330475, 0.1061723381280899, 0.016164161264896393, 0.18505606055259705, -0.18500101566314697, -0.18623213469982147, 0.3315252661705017, 0.10433602333068848, -0.02213573455810547, 0.19274412095546722, -0.3659706115722656, 0.2657414972782135, -0.2711862325668335]"
DOID:1115,sarcoma,21052,"[0.1220472902059555, 0.1660582423210144, -0.27667802572250366, 0.06572772562503815, -0.14454472064971924, -0.04950571060180664, 0.2109300047159195, -0.10917245596647263, 0.2901565432548523, 0.2798886001110077, 0.07714813202619553, -0.29611659049987793, -0.14553238451480865, 0.012059175409376621, 0.37536489963531494, 0.08743473142385483, 0.057814016938209534, 0.19938890635967255, -0.0076541295275092125, -0.08297398686408997, -0.001772901974618435, -0.36960703134536743, 0.08214877545833588, -0.13421249389648438, 0.17419569194316864, -0.07930350303649902, -0.04694144055247307, -0.11003164947032928, -0.22539806365966797, -0.1586950123310089, -0.22068598866462708, -0.4014214873313904, 0.20634545385837555, 0.005577638745307922, -0.06962855160236359, 0.18328088521957397, 0.17105641961097717, 0.1404201090335846, 0.19763682782649994, -0.0014831051230430603, 0.08931306004524231, 0.02131214737892151, -0.04167205095291138, -0.21197688579559326, -0.1134461835026741, 0.09033095836639404, 0.16358567774295807, 0.07561533153057098, -0.033016711473464966, 0.1934104859828949, -0.16803103685379028, -0.23394401371479034, 0.1921604722738266, 0.03441145271062851, 0.2673969268798828, -0.009189711883664131, 0.11275118589401245, 0.09909748286008835, 0.08962476253509521, 0.17294761538505554, -0.034517452120780945, 0.18283012509346008, 0.022321302443742752, -0.09015132486820221]"
DOID:986,alopecia areata,21074,"[0.18429185450077057, -0.315950870513916, -0.18824441730976105, -0.029305772855877876, -0.26036059856414795, -0.027556413784623146, 0.2917361259460449, -0.5273499488830566, -0.10672597587108612, -0.1851162314414978, -0.04760003462433815, 0.0012970827519893646, 0.2117365002632141, 0.024596523493528366, 0.010718446224927902, 0.04959847033023834, -0.03893708437681198, -0.0074106305837631226, 0.23016861081123352, 0.05679740011692047, 0.09092617779970169, -0.19724269211292267, -0.05784189701080322, -0.1718355119228363, -0.17866827547550201, 0.046781525015830994, -0.13513332605361938, -0.11974037438631058, -0.23898042738437653, 0.07067573070526123, 0.14675641059875488, 0.12984392046928406, -0.03386087715625763, -0.08768406510353088, -0.12142594158649445, -0.03477921336889267, 0.05559409409761429, -0.327420711517334, -0.23501038551330566, -0.04655665159225464, 0.1536140739917755, -0.038146235048770905, 0.24412104487419128, 0.32171857357025146, -0.2379787266254425, -0.1629011034965515, -0.3861641585826874, 0.37747904658317566, -0.1556733250617981, 0.06163148581981659, 0.10058999061584473, -0.12170147895812988, -0.0902683213353157, 0.014674175530672073, 0.13573148846626282, -0.14315758645534515, -0.0068087391555309296, -0.045906126499176025, -0.17481184005737305, 0.10853418707847595, -0.01408085785806179, 0.3311411142349243, -0.11220899969339371, -0.09905916452407837]"
